Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
ACURA NSX,3.5,6,AMS-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV03.5EBN,small car,3,21,22,21,4,No,420
ACURA RDX,2,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LHNXT02.08VC,small SUV,6,22,28,24,5,No,370
ACURA RDX,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LHNXT02.08VC,small SUV,6,22,28,24,5,No,370
ACURA RDX,2,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LHNXT02.08VC,small SUV,6,21,27,23,5,No,385
ACURA RDX,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LHNXT02.08VC,small SUV,6,21,27,23,5,No,385
ACURA RDX A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LHNXT02.09VC,small SUV,6,22,27,24,5,No,374
ACURA RDX A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LHNXT02.09VC,small SUV,6,22,27,24,5,No,374
ACURA RDX A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LHNXT02.09VC,small SUV,6,21,26,23,5,No,385
ACURA RDX A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LHNXT02.09VC,small SUV,6,21,26,23,5,No,385
ACURA RLX,3.5,6,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LHNXV03.5FEM,midsize car,7,28,29,28,6,No,316
ACURA RLX,3.5,6,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LHNXV03.5FEM,midsize car,7,28,29,28,6,No,316
ACURA RLX,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LHNXV03.5MBN,midsize car,3,20,29,23,5,No,383
ACURA RLX,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV03.5MBN,midsize car,3,20,29,23,5,No,383
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LHNXV02.4LBM,small car,3,23,33,27,6,No,330
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV02.4LBM,small car,3,23,33,27,6,No,330
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LHNXV03.5HBM,small car,3,20,31,24,5,No,374
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV03.5HBM,small car,3,20,31,24,5,No,374
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LHNXV03.5HBM,small car,3,20,29,23,5,No,384
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV03.5HBM,small car,3,20,29,23,5,No,384
ACURA TLX AWD A-SPEC,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LHNXV03.5HBM,small car,3,20,29,23,5,No,387
ACURA TLX AWD A-SPEC,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV03.5HBM,small car,3,20,29,23,5,No,387
ACURA TLX FWD A-SPEC,2.4,4,AMS-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LHNXV02.4LBM,small car,3,23,32,26,5,No,336
ACURA TLX FWD A-SPEC,2.4,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV02.4LBM,small car,3,23,32,26,5,No,336
ACURA TLX FWD A-SPEC,3.5,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LHNXV03.5HBM,small car,3,20,30,23,5,No,382
ACURA TLX FWD A-SPEC,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LHNXV03.5HBM,small car,3,20,30,23,5,No,382
ALFA ROMEO 4C,1.8,4,AutoMan-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LCRXV01.85P0,small car,1,24,34,28,6,No,317
ALFA ROMEO 4C,1.8,4,AutoMan-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LCRXV01.85P0,small car,1,24,34,28,6,No,317
ALFA ROMEO Giulia,2,4,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXJ02.05P2,midsize car,3,24,33,27,6,No,330
ALFA ROMEO Giulia,2,4,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXJ02.05P2,midsize car,3,24,33,27,6,No,330
ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXJ02.95P0,midsize car,3,17,25,20,4,No,436
ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXJ02.95P0,midsize car,3,17,25,20,4,No,436
ALFA ROMEO Giulia AWD,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXJ02.05P2,midsize car,3,23,31,26,5,No,348
ALFA ROMEO Giulia AWD,2,4,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXJ02.05P2,midsize car,3,23,31,26,5,No,348
ALFA ROMEO Stelvio,2,4,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXJ02.05P2,small SUV,3,22,29,25,5,No,359
ALFA ROMEO Stelvio,2,4,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXJ02.05P2,small SUV,3,22,29,25,5,No,359
ALFA ROMEO Stelvio AWD,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXJ02.05P2,small SUV,3,22,28,24,5,No,364
ALFA ROMEO Stelvio AWD,2,4,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXJ02.05P2,small SUV,3,22,28,24,5,No,364
ALFA ROMEO Stelvio AWD,2.9,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXJ02.95P0,small SUV,3,17,23,19,3,No,463
ALFA ROMEO Stelvio AWD,2.9,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXJ02.95P0,small SUV,3,17,23,19,3,No,463
ASTON MARTIN DB11,4,8,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,LASXV04.0AES,small car,3,18,24,20,4,No,431
ASTON MARTIN DB11,4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LASXV04.0AES,small car,3,18,24,20,4,No,431
ASTON MARTIN DB11,5.2,12,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,LASXV05.2AM5,small car,3,15,22,18,3,No,497
ASTON MARTIN DB11,5.2,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LASXV05.2AM5,small car,3,15,22,18,3,No,497
ASTON MARTIN DBS,5.2,12,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,LASXV05.2AM5,small car,3,14,22,17,3,No,522
ASTON MARTIN DBS,5.2,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LASXV05.2AM5,small car,3,14,22,17,3,No,522
ASTON MARTIN Vantage,4,8,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,LASXV04.0AES,small car,3,18,24,20,4,No,435
ASTON MARTIN Vantage,4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LASXV04.0AES,small car,3,18,24,20,4,No,435
ASTON MARTIN Vantage Manual,4,8,Man-7,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,LASXV04.0AES,small car,3,14,21,20,4,No,541
ASTON MARTIN Vantage Manual,4,8,Man-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LASXV04.0AES,small car,3,14,21,20,4,No,541
AUDI A3,2,4,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LVGAV02.0A3A,small car,7,27,36,30,7,Yes,293
AUDI A3,2,4,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LVGAV02.0A3A,small car,7,27,36,30,7,Yes,293
AUDI A3,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LVGAJ02.0A3T,small car,7,22,30,25,5,No,359
AUDI A3,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LVGAJ02.0A3T,small car,7,22,30,25,5,No,359
AUDI A3 Cabriolet,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LVGAJ02.0A3T,small car,7,22,30,25,5,No,359
AUDI A3 Cabriolet,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LVGAJ02.0A3T,small car,7,22,30,25,5,No,359
AUDI A4,2,4,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAV02.0A7B,small car,5,27,35,30,7,Yes,295
AUDI A4,2,4,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAV02.0A7B,small car,5,27,35,30,7,Yes,295
AUDI A4,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ02.0AAC,small car,3,24,32,27,6,No,329
AUDI A4,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ02.0AAC,small car,3,24,32,27,6,No,329
AUDI A4 allroad quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ02.0AAC,station wagon,3,23,31,26,5,No,337
AUDI A4 allroad quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ02.0AAC,station wagon,3,23,31,26,5,No,337
AUDI A5,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ02.0AAC,small car,3,24,32,27,6,No,329
AUDI A5,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ02.0AAC,small car,3,24,32,27,6,No,329
AUDI A5 Cabriolet,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ02.0AAC,small car,3,23,31,26,5,No,337
AUDI A5 Cabriolet,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ02.0AAC,small car,3,23,31,26,5,No,337
AUDI A5 Sportback quattro,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ02.0AAC,midsize car,3,24,32,27,6,No,329
AUDI A5 Sportback quattro,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ02.0AAC,midsize car,3,24,32,27,6,No,329
AUDI A6,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAV02.0A7M,midsize car,5,24,32,27,6,No,329
AUDI A6,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAV02.0A7M,midsize car,5,24,32,27,6,No,329
AUDI A6,3,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAV03.0N7N,midsize car,5,22,29,24,5,No,364
AUDI A6,3,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAV03.0N7N,midsize car,5,22,29,24,5,No,364
AUDI A6 Allroad,3,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAV03.0N7N,station wagon,5,20,26,22,4,No,398
AUDI A6 Allroad,3,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAV03.0N7N,station wagon,5,20,26,22,4,No,398
AUDI A7,3,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAV03.0N7N,midsize car,5,22,29,24,5,No,364
AUDI A7,3,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAV03.0N7N,midsize car,5,22,29,24,5,No,364
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAV03.0N7R,large car,5,17,26,21,4,No,430
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAV03.0N7R,large car,5,17,26,21,4,No,430
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ03.0NAP,large car,3,21/49,27/61,23/54,9,No,213
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ03.0NAP,large car,3,21/49,27/61,23/54,9,No,213
AUDI A8 L,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ04.0NAT,large car,3,15,23,18,3,No,495
AUDI A8 L,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ04.0NAT,large car,3,15,23,18,3,No,495
AUDI Q3,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LVGAJ02.0A3T,small SUV,7,19,27,22,4,No,399
AUDI Q3,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LVGAJ02.0A3T,small SUV,7,19,27,22,4,No,399
AUDI Q5,2,4,AMS-7,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,LVGAJ02.0A3P,small SUV,7,25/64,29/66,27/65,10,Elite,165
AUDI Q5,2,4,AMS-7,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,LVGAJ02.0A3P,small SUV,7,25/64,29/66,27/65,10,Elite,165
AUDI Q5,2,4,SemiAuto-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAT02.0A7C,small SUV,5,22,28,24,5,No,364
AUDI Q5,2,4,SemiAuto-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAT02.0A7C,small SUV,5,22,28,24,5,No,364
AUDI Q7,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT02.0AA7,standard SUV,3,19,23,21,4,No,425
AUDI Q7,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT02.0AA7,standard SUV,3,19,23,21,4,No,425
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAT03.0N7M,standard SUV,5,17,21,18,3,No,479
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAT03.0N7M,standard SUV,5,17,21,18,3,No,479
AUDI Q8,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT03.0NAM,standard SUV,3,17,21,18,3,No,479
AUDI Q8,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT03.0NAM,standard SUV,3,17,21,18,3,No,479
AUDI R8,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NBE,small car,1,13,20,16,2,No,556
AUDI R8,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NBE,small car,1,13,20,16,2,No,556
AUDI R8 Spyder,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NBE,small car,1,13,20,16,2,No,556
AUDI R8 Spyder,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NBE,small car,1,13,20,16,2,No,556
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ04.0NAT,standard SUV,3,13,19,15,2,No,579
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ04.0NAT,standard SUV,3,13,19,15,2,No,579
AUDI RS3,2.5,5,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV02.5NAG,small car,3,19,28,23,5,No,392
AUDI RS3,2.5,5,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV02.5NAG,small car,3,19,28,23,5,No,392
AUDI S3,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV02.0AAB,small car,3,22,29,25,5,No,358
AUDI S3,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV02.0AAB,small car,3,22,29,25,5,No,358
AUDI S4,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAJ03.0N7F,small car,5,20,27,23,5,No,393
AUDI S4,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAJ03.0N7F,small car,5,20,27,23,5,No,393
AUDI S5,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAJ03.0N7F,small car,5,20,27,23,5,No,393
AUDI S5,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAJ03.0N7F,small car,5,20,27,23,5,No,393
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAJ03.0N7F,small car,5,19,26,22,4,No,405
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAJ03.0N7F,small car,5,19,26,22,4,No,405
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAJ03.0N7F,midsize car,5,20,27,23,5,No,393
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAJ03.0N7F,midsize car,5,20,27,23,5,No,393
AUDI S6,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAV02.9N7S,midsize car,5,18,28,22,4,No,410
AUDI S6,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAV02.9N7S,midsize car,5,18,28,22,4,No,410
AUDI S7,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAV02.9N7S,midsize car,5,18,28,22,4,No,410
AUDI S7,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAV02.9N7S,midsize car,5,18,28,22,4,No,410
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAJ04.0NAT,large car,3,13,22,16,2,No,545
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAJ04.0NAT,large car,3,13,22,16,2,No,545
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LVGAJ03.0N7F,small SUV,5,18,23,20,4,No,444
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LVGAJ03.0N7F,small SUV,5,18,23,20,4,No,444
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT04.0NAV,standard SUV,3,15,21,17,3,No,516
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT04.0NAV,standard SUV,3,15,21,17,3,No,516
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT04.0NAV,standard SUV,3,15,21,17,3,No,518
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT04.0NAV,standard SUV,3,15,21,17,3,No,518
AUDI TT Coupe,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LVGAJ02.0A3T,small car,7,23,31,26,5,No,340
AUDI TT Coupe,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LVGAJ02.0A3T,small car,7,23,31,26,5,No,340
AUDI TT RS,2.5,5,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV02.5NAG,small car,3,19,29,23,5,No,387
AUDI TT RS,2.5,5,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV02.5NAG,small car,3,19,29,23,5,No,387
AUDI TT Roadster,2,4,AMS-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LVGAJ02.0A3T,small car,7,23,31,26,5,No,340
AUDI TT Roadster,2,4,AMS-7,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LVGAJ02.0A3T,small car,7,23,31,26,5,No,340
AUDI TTS Coupe,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV02.0AAB,small car,3,23,29,25,5,No,354
AUDI TTS Coupe,2,4,AMS-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV02.0AAB,small car,3,23,29,25,5,No,354
AUDI e-tron Sportback,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LVGAT00.0AZE,standard SUV,10,76,78,77,10,Elite,0
AUDI e-tron Sportback,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LVGAT00.0AZE,standard SUV,10,76,78,77,10,Elite,0
BENTLEY Bentayga,3,6,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LVGAT03.0NAQ,standard SUV,3,17/43,21/49,19/45,8,No,246
BENTLEY Bentayga,3,6,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LVGAT03.0NAQ,standard SUV,3,17/43,21/49,19/45,8,No,246
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT04.0PAA,standard SUV,3,14,23,17,3,No,508
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT04.0PAA,standard SUV,3,14,23,17,3,No,508
BENTLEY Bentayga,6,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT06.0EAR,standard SUV,3,12,17,14,1,No,645
BENTLEY Bentayga,6,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT06.0EAR,standard SUV,3,12,17,14,1,No,645
BENTLEY Chiron,8,16,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV08.0GLB,small car,1,9,14,11,1,No,840
BENTLEY Chiron,8,16,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV08.0GLB,small car,1,9,14,11,1,No,840
BENTLEY Continental GT,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV04.0PAA,small car,3,16,26,19,3,No,469
BENTLEY Continental GT,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV04.0PAA,small car,3,16,26,19,3,No,469
BENTLEY Continental GT,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV06.0EAR,small car,3,12,20,15,2,No,586
BENTLEY Continental GT,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV06.0EAR,small car,3,12,20,15,2,No,586
BENTLEY Continental GT Convertible,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV04.0PAA,small car,3,16,26,19,3,No,469
BENTLEY Continental GT Convertible,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV04.0PAA,small car,3,16,26,19,3,No,469
BENTLEY Continental GT Convertible,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV06.0EAR,small car,3,12,19,15,2,No,601
BENTLEY Continental GT Convertible,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV06.0EAR,small car,3,12,19,15,2,No,601
BENTLEY Flying Spur,6,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV06.0EAR,midsize car,3,12,19,15,2,No,601
BENTLEY Flying Spur,6,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV06.0EAR,midsize car,3,12,19,15,2,No,601
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV06.8EDP,midsize car,1,10,16,12,1,No,749
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV06.8EDP,midsize car,1,10,16,12,1,No,749
BMW 228i ,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,23,33,27,6,No,330
BMW 228i ,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,23,33,27,6,No,330
BMW 230i Convertible,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
BMW 230i Convertible,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
BMW 230i Coupe,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,21,32,25,5,No,356
BMW 230i Coupe,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,21,32,25,5,No,356
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,24,32,27,6,No,324
